,target
31761,<=50K.
31762,>50K.
31763,<=50K.
31764,<=50K.
31765,<=50K.
31766,<=50K.
31767,<=50K.
31768,<=50K.
31769,<=50K.
31770,>50K.
31771,<=50K.
31772,<=50K.
31773,<=50K.
31774,<=50K.
31775,<=50K.
31776,<=50K.
31777,>50K.
31778,<=50K.
31779,<=50K.
31780,<=50K.
31781,<=50K.
31782,<=50K.
31783,<=50K.
31784,<=50K.
31785,<=50K.
31786,>50K.
31787,>50K.
31788,<=50K.
31789,<=50K.
31790,<=50K.
31791,<=50K.
31792,<=50K.
31793,>50K.
31794,<=50K.
31795,<=50K.
31796,<=50K.
31797,>50K.
31798,<=50K.
31799,<=50K.
31800,<=50K.
31801,<=50K.
31802,<=50K.
31803,<=50K.
31804,<=50K.
31805,<=50K.
31806,<=50K.
31807,<=50K.
31808,<=50K.
31809,<=50K.
31810,>50K.
31811,<=50K.
31812,<=50K.
31813,<=50K.
31814,<=50K.
31815,<=50K.
31816,<=50K.
31817,<=50K.
31818,>50K.
31819,<=50K.
31820,<=50K.
31821,>50K.
31822,<=50K.
31823,<=50K.
31824,<=50K.
31825,>50K.
31826,<=50K.
31827,<=50K.
31828,<=50K.
31829,>50K.
31830,<=50K.
31831,<=50K.
31832,<=50K.
31833,<=50K.
31834,>50K.
31835,<=50K.
31836,<=50K.
31837,<=50K.
31838,<=50K.
31839,>50K.
31840,<=50K.
31841,<=50K.
31842,>50K.
31843,<=50K.
31844,<=50K.
31845,<=50K.
31846,>50K.
31847,>50K.
31848,<=50K.
31849,<=50K.
31850,<=50K.
31851,>50K.
31852,<=50K.
31853,>50K.
31854,<=50K.
31855,<=50K.
31856,<=50K.
31857,>50K.
31858,<=50K.
31859,>50K.
31860,<=50K.
31861,>50K.
31862,<=50K.
31863,<=50K.
31864,<=50K.
31865,<=50K.
31866,<=50K.
31867,<=50K.
31868,<=50K.
31869,<=50K.
31870,<=50K.
31871,<=50K.
31872,<=50K.
31873,<=50K.
31874,<=50K.
31875,>50K.
31876,<=50K.
31877,<=50K.
31878,<=50K.
31879,>50K.
31880,<=50K.
31881,<=50K.
31882,<=50K.
31883,<=50K.
31884,<=50K.
31885,>50K.
31886,>50K.
31887,<=50K.
31888,<=50K.
31889,<=50K.
31890,<=50K.
31891,<=50K.
31892,<=50K.
31893,>50K.
31894,<=50K.
31895,>50K.
31896,<=50K.
31897,<=50K.
31898,<=50K.
31899,<=50K.
31900,<=50K.
31901,>50K.
31902,<=50K.
31903,>50K.
31904,<=50K.
31905,<=50K.
31906,>50K.
31907,<=50K.
31908,<=50K.
31909,<=50K.
31910,>50K.
31911,<=50K.
31912,>50K.
31913,<=50K.
31914,>50K.
31915,<=50K.
31916,<=50K.
31917,>50K.
31918,<=50K.
31919,<=50K.
31920,>50K.
31921,<=50K.
31922,<=50K.
31923,<=50K.
31924,<=50K.
31925,>50K.
31926,>50K.
31927,<=50K.
31928,<=50K.
31929,<=50K.
31930,>50K.
31931,<=50K.
31932,<=50K.
31933,<=50K.
31934,>50K.
31935,<=50K.
31936,<=50K.
31937,>50K.
31938,<=50K.
31939,<=50K.
31940,<=50K.
31941,>50K.
31942,>50K.
31943,>50K.
31944,<=50K.
31945,<=50K.
31946,<=50K.
31947,>50K.
31948,<=50K.
31949,<=50K.
31950,<=50K.
31951,<=50K.
31952,>50K.
31953,>50K.
31954,<=50K.
31955,<=50K.
31956,<=50K.
31957,>50K.
31958,<=50K.
31959,<=50K.
31960,<=50K.
31961,<=50K.
31962,<=50K.
31963,<=50K.
31964,<=50K.
31965,<=50K.
31966,>50K.
31967,<=50K.
31968,<=50K.
31969,<=50K.
31970,<=50K.
31971,<=50K.
31972,<=50K.
31973,>50K.
31974,<=50K.
31975,<=50K.
31976,>50K.
31977,<=50K.
31978,>50K.
31979,<=50K.
31980,<=50K.
31981,<=50K.
31982,>50K.
31983,<=50K.
31984,>50K.
31985,<=50K.
31986,>50K.
31987,<=50K.
31988,<=50K.
31989,<=50K.
31990,<=50K.
31991,<=50K.
31992,<=50K.
31993,<=50K.
31994,<=50K.
31995,<=50K.
31996,<=50K.
31997,<=50K.
31998,<=50K.
31999,<=50K.
32000,<=50K.
32001,<=50K.
32002,<=50K.
32003,<=50K.
32004,<=50K.
32005,<=50K.
32006,<=50K.
32007,<=50K.
32008,<=50K.
32009,>50K.
32010,<=50K.
32011,<=50K.
32012,<=50K.
32013,>50K.
32014,>50K.
32015,<=50K.
32016,<=50K.
32017,<=50K.
32018,<=50K.
32019,<=50K.
32020,>50K.
32021,>50K.
32022,<=50K.
32023,<=50K.
32024,<=50K.
32025,<=50K.
32026,<=50K.
32027,>50K.
32028,<=50K.
32029,<=50K.
32030,<=50K.
32031,<=50K.
32032,<=50K.
32033,<=50K.
32034,<=50K.
32035,>50K.
32036,<=50K.
32037,<=50K.
32038,<=50K.
32039,<=50K.
32040,<=50K.
32041,<=50K.
32042,>50K.
32043,<=50K.
32044,<=50K.
32045,>50K.
32046,<=50K.
32047,>50K.
32048,>50K.
32049,<=50K.
32050,>50K.
32051,<=50K.
32052,>50K.
32053,<=50K.
32054,<=50K.
32055,<=50K.
32056,<=50K.
32057,<=50K.
32058,<=50K.
32059,<=50K.
32060,<=50K.
32061,<=50K.
32062,<=50K.
32063,<=50K.
32064,>50K.
32065,<=50K.
32066,<=50K.
32067,<=50K.
32068,<=50K.
32069,<=50K.
32070,<=50K.
32071,<=50K.
32072,>50K.
32073,<=50K.
32074,<=50K.
32075,<=50K.
32076,<=50K.
32077,<=50K.
32078,>50K.
32079,>50K.
32080,<=50K.
32081,<=50K.
32082,>50K.
32083,>50K.
32084,<=50K.
32085,>50K.
32086,<=50K.
32087,<=50K.
32088,>50K.
32089,<=50K.
32090,>50K.
32091,<=50K.
32092,<=50K.
32093,<=50K.
32094,<=50K.
32095,<=50K.
32096,<=50K.
32097,>50K.
32098,<=50K.
32099,>50K.
32100,<=50K.
32101,<=50K.
32102,<=50K.
32103,<=50K.
32104,<=50K.
32105,<=50K.
32106,>50K.
32107,<=50K.
32108,<=50K.
32109,<=50K.
32110,<=50K.
32111,>50K.
32112,<=50K.
32113,<=50K.
32114,<=50K.
32115,<=50K.
32116,<=50K.
32117,>50K.
32118,<=50K.
32119,<=50K.
32120,<=50K.
32121,<=50K.
32122,<=50K.
32123,<=50K.
32124,>50K.
32125,<=50K.
32126,<=50K.
32127,<=50K.
32128,<=50K.
32129,>50K.
32130,<=50K.
32131,<=50K.
32132,<=50K.
32133,<=50K.
32134,<=50K.
32135,<=50K.
32136,<=50K.
32137,>50K.
32138,<=50K.
32139,>50K.
32140,<=50K.
32141,<=50K.
32142,<=50K.
32143,>50K.
32144,<=50K.
32145,>50K.
32146,>50K.
32147,<=50K.
32148,>50K.
32149,<=50K.
32150,<=50K.
32151,<=50K.
32152,<=50K.
32153,<=50K.
32154,<=50K.
32155,<=50K.
32156,<=50K.
32157,<=50K.
32158,<=50K.
32159,<=50K.
32160,>50K.
32161,>50K.
32162,>50K.
32163,<=50K.
32164,>50K.
32165,>50K.
32166,<=50K.
32167,<=50K.
32168,<=50K.
32169,<=50K.
32170,<=50K.
32171,<=50K.
32172,<=50K.
32173,<=50K.
32174,>50K.
32175,<=50K.
32176,>50K.
32177,<=50K.
32178,<=50K.
32179,>50K.
32180,<=50K.
32181,<=50K.
32182,>50K.
32183,<=50K.
32184,<=50K.
32185,<=50K.
32186,<=50K.
32187,<=50K.
32188,<=50K.
32189,<=50K.
32190,>50K.
32191,<=50K.
32192,>50K.
32193,>50K.
32194,>50K.
32195,<=50K.
32196,<=50K.
32197,<=50K.
32198,<=50K.
32199,<=50K.
32200,<=50K.
32201,<=50K.
32202,<=50K.
32203,<=50K.
32204,<=50K.
32205,<=50K.
32206,<=50K.
32207,<=50K.
32208,>50K.
32209,<=50K.
32210,>50K.
32211,<=50K.
32212,>50K.
32213,<=50K.
32214,>50K.
32215,<=50K.
32216,<=50K.
32217,>50K.
32218,<=50K.
32219,<=50K.
32220,<=50K.
32221,<=50K.
32222,>50K.
32223,>50K.
32224,<=50K.
32225,>50K.
32226,<=50K.
32227,<=50K.
32228,<=50K.
32229,<=50K.
32230,>50K.
32231,<=50K.
32232,<=50K.
32233,>50K.
32234,<=50K.
32235,>50K.
32236,>50K.
32237,<=50K.
32238,<=50K.
32239,<=50K.
32240,<=50K.
32241,>50K.
32242,<=50K.
32243,<=50K.
32244,<=50K.
32245,<=50K.
32246,<=50K.
32247,<=50K.
32248,<=50K.
32249,>50K.
32250,<=50K.
32251,<=50K.
32252,<=50K.
32253,<=50K.
32254,>50K.
32255,>50K.
32256,<=50K.
32257,<=50K.
32258,>50K.
32259,<=50K.
32260,<=50K.
32261,<=50K.
32262,>50K.
32263,>50K.
32264,<=50K.
32265,<=50K.
32266,>50K.
32267,<=50K.
32268,>50K.
32269,<=50K.
32270,<=50K.
32271,<=50K.
32272,>50K.
32273,>50K.
32274,<=50K.
32275,<=50K.
32276,<=50K.
32277,>50K.
32278,>50K.
32279,<=50K.
32280,>50K.
32281,>50K.
32282,<=50K.
32283,<=50K.
32284,>50K.
32285,>50K.
32286,<=50K.
32287,<=50K.
32288,<=50K.
32289,<=50K.
32290,<=50K.
32291,>50K.
32292,>50K.
32293,<=50K.
32294,<=50K.
32295,<=50K.
32296,>50K.
32297,<=50K.
32298,<=50K.
32299,<=50K.
32300,<=50K.
32301,<=50K.
32302,>50K.
32303,<=50K.
32304,<=50K.
32305,>50K.
32306,<=50K.
32307,<=50K.
32308,>50K.
32309,<=50K.
32310,<=50K.
32311,<=50K.
32312,>50K.
32313,>50K.
32314,>50K.
32315,<=50K.
32316,<=50K.
32317,>50K.
32318,<=50K.
32319,>50K.
32320,<=50K.
32321,<=50K.
32322,<=50K.
32323,>50K.
32324,>50K.
32325,<=50K.
32326,<=50K.
32327,<=50K.
32328,<=50K.
32329,<=50K.
32330,<=50K.
32331,<=50K.
32332,<=50K.
32333,>50K.
32334,<=50K.
32335,<=50K.
32336,<=50K.
32337,>50K.
32338,<=50K.
32339,>50K.
32340,<=50K.
32341,>50K.
32342,<=50K.
32343,<=50K.
32344,<=50K.
32345,<=50K.
32346,<=50K.
32347,>50K.
32348,<=50K.
32349,>50K.
32350,<=50K.
32351,<=50K.
32352,<=50K.
32353,>50K.
32354,>50K.
32355,<=50K.
32356,<=50K.
32357,<=50K.
32358,<=50K.
32359,<=50K.
32360,<=50K.
32361,<=50K.
32362,<=50K.
32363,<=50K.
32364,<=50K.
32365,<=50K.
32366,<=50K.
32367,<=50K.
32368,<=50K.
32369,<=50K.
32370,<=50K.
32371,>50K.
32372,<=50K.
32373,<=50K.
32374,<=50K.
32375,<=50K.
32376,<=50K.
32377,>50K.
32378,<=50K.
32379,<=50K.
32380,<=50K.
32381,<=50K.
32382,>50K.
32383,>50K.
32384,<=50K.
32385,<=50K.
32386,<=50K.
32387,<=50K.
32388,>50K.
32389,<=50K.
32390,>50K.
32391,<=50K.
32392,<=50K.
32393,<=50K.
32394,<=50K.
32395,<=50K.
32396,<=50K.
32397,<=50K.
32398,<=50K.
32399,<=50K.
32400,<=50K.
32401,>50K.
32402,>50K.
32403,>50K.
32404,<=50K.
32405,>50K.
32406,<=50K.
32407,>50K.
32408,<=50K.
32409,<=50K.
32410,<=50K.
32411,<=50K.
32412,<=50K.
32413,<=50K.
32414,<=50K.
32415,>50K.
32416,>50K.
32417,<=50K.
32418,>50K.
32419,<=50K.
32420,<=50K.
32421,<=50K.
32422,<=50K.
32423,<=50K.
32424,<=50K.
32425,<=50K.
32426,<=50K.
32427,<=50K.
32428,<=50K.
32429,<=50K.
32430,>50K.
32431,<=50K.
32432,<=50K.
32433,<=50K.
32434,>50K.
32435,<=50K.
32436,>50K.
32437,<=50K.
32438,<=50K.
32439,<=50K.
32440,<=50K.
32441,<=50K.
32442,>50K.
32443,<=50K.
32444,<=50K.
32445,<=50K.
32446,<=50K.
32447,>50K.
32448,>50K.
32449,<=50K.
32450,>50K.
32451,<=50K.
32452,<=50K.
32453,<=50K.
32454,<=50K.
32455,>50K.
32456,<=50K.
32457,<=50K.
32458,>50K.
32459,<=50K.
32460,<=50K.
32461,<=50K.
32462,<=50K.
32463,<=50K.
32464,<=50K.
32465,>50K.
32466,<=50K.
32467,<=50K.
32468,<=50K.
32469,<=50K.
32470,<=50K.
32471,<=50K.
32472,<=50K.
32473,<=50K.
32474,<=50K.
32475,<=50K.
32476,<=50K.
32477,<=50K.
32478,<=50K.
32479,>50K.
32480,<=50K.
32481,<=50K.
32482,<=50K.
32483,<=50K.
32484,<=50K.
32485,<=50K.
32486,>50K.
32487,<=50K.
32488,<=50K.
32489,<=50K.
32490,<=50K.
32491,<=50K.
32492,<=50K.
32493,>50K.
32494,>50K.
32495,<=50K.
32496,<=50K.
32497,<=50K.
32498,>50K.
32499,>50K.
32500,<=50K.
32501,<=50K.
32502,>50K.
32503,<=50K.
32504,<=50K.
32505,<=50K.
32506,<=50K.
32507,<=50K.
32508,<=50K.
32509,>50K.
32510,<=50K.
32511,<=50K.
32512,<=50K.
32513,<=50K.
32514,>50K.
32515,<=50K.
32516,>50K.
32517,<=50K.
32518,>50K.
32519,<=50K.
32520,<=50K.
32521,<=50K.
32522,<=50K.
32523,<=50K.
32524,<=50K.
32525,<=50K.
32526,>50K.
32527,<=50K.
32528,>50K.
32529,<=50K.
32530,<=50K.
32531,<=50K.
32532,<=50K.
32533,<=50K.
32534,<=50K.
32535,<=50K.
32536,<=50K.
32537,>50K.
32538,<=50K.
32539,>50K.
32540,<=50K.
32541,<=50K.
32542,<=50K.
32543,>50K.
32544,<=50K.
32545,>50K.
32546,>50K.
32547,<=50K.
32548,<=50K.
32549,<=50K.
32550,<=50K.
32551,<=50K.
32552,<=50K.
32553,>50K.
32554,<=50K.
32555,>50K.
32556,<=50K.
32557,<=50K.
32558,<=50K.
32559,>50K.
32560,<=50K.
32561,<=50K.
32562,<=50K.
32563,<=50K.
32564,<=50K.
32565,<=50K.
32566,>50K.
32567,<=50K.
32568,<=50K.
32569,<=50K.
32570,<=50K.
32571,<=50K.
32572,<=50K.
32573,<=50K.
32574,<=50K.
32575,<=50K.
32576,<=50K.
32577,>50K.
32578,>50K.
32579,>50K.
32580,>50K.
32581,<=50K.
32582,<=50K.
32583,<=50K.
32584,>50K.
32585,>50K.
32586,<=50K.
32587,>50K.
32588,<=50K.
32589,<=50K.
32590,<=50K.
32591,<=50K.
32592,>50K.
32593,<=50K.
32594,<=50K.
32595,<=50K.
32596,>50K.
32597,>50K.
32598,>50K.
32599,<=50K.
32600,<=50K.
32601,<=50K.
32602,<=50K.
32603,<=50K.
32604,<=50K.
32605,<=50K.
32606,>50K.
32607,<=50K.
32608,<=50K.
32609,<=50K.
32610,<=50K.
32611,<=50K.
32612,<=50K.
32613,<=50K.
32614,>50K.
32615,<=50K.
32616,<=50K.
32617,>50K.
32618,<=50K.
32619,<=50K.
32620,<=50K.
32621,>50K.
32622,>50K.
32623,<=50K.
32624,<=50K.
32625,>50K.
32626,>50K.
32627,<=50K.
32628,>50K.
32629,>50K.
32630,<=50K.
32631,<=50K.
32632,<=50K.
32633,<=50K.
32634,<=50K.
32635,<=50K.
32636,<=50K.
32637,<=50K.
32638,<=50K.
32639,<=50K.
32640,>50K.
32641,<=50K.
32642,>50K.
32643,<=50K.
32644,<=50K.
32645,<=50K.
32646,>50K.
32647,<=50K.
32648,<=50K.
32649,<=50K.
32650,>50K.
32651,<=50K.
32652,<=50K.
32653,<=50K.
32654,<=50K.
32655,<=50K.
32656,<=50K.
32657,<=50K.
32658,>50K.
32659,<=50K.
32660,<=50K.
32661,>50K.
32662,<=50K.
32663,<=50K.
32664,<=50K.
32665,<=50K.
32666,>50K.
32667,<=50K.
32668,<=50K.
32669,<=50K.
32670,>50K.
32671,<=50K.
32672,<=50K.
32673,>50K.
32674,<=50K.
32675,<=50K.
32676,<=50K.
32677,<=50K.
32678,>50K.
32679,<=50K.
32680,<=50K.
32681,>50K.
32682,<=50K.
32683,<=50K.
32684,<=50K.
32685,>50K.
32686,<=50K.
32687,>50K.
32688,<=50K.
32689,<=50K.
32690,<=50K.
32691,>50K.
32692,<=50K.
32693,<=50K.
32694,<=50K.
32695,<=50K.
32696,<=50K.
32697,<=50K.
32698,>50K.
32699,>50K.
32700,<=50K.
32701,<=50K.
32702,>50K.
32703,<=50K.
32704,<=50K.
32705,<=50K.
32706,>50K.
32707,<=50K.
32708,<=50K.
32709,<=50K.
32710,>50K.
32711,<=50K.
32712,<=50K.
32713,>50K.
32714,>50K.
32715,<=50K.
32716,>50K.
32717,<=50K.
32718,<=50K.
32719,<=50K.
32720,<=50K.
32721,<=50K.
32722,>50K.
32723,<=50K.
32724,<=50K.
32725,<=50K.
32726,<=50K.
32727,<=50K.
32728,>50K.
32729,<=50K.
32730,<=50K.
32731,<=50K.
32732,>50K.
32733,<=50K.
32734,<=50K.
32735,<=50K.
32736,<=50K.
32737,<=50K.
32738,<=50K.
32739,>50K.
32740,<=50K.
32741,<=50K.
32742,>50K.
32743,<=50K.
32744,<=50K.
32745,<=50K.
32746,<=50K.
32747,<=50K.
32748,<=50K.
32749,<=50K.
32750,>50K.
32751,>50K.
32752,<=50K.
32753,<=50K.
32754,>50K.
32755,<=50K.
32756,<=50K.
32757,>50K.
32758,<=50K.
32759,<=50K.
32760,>50K.
32761,<=50K.
32762,<=50K.
32763,<=50K.
32764,>50K.
32765,<=50K.
32766,<=50K.
32767,>50K.
32768,>50K.
32769,<=50K.
32770,<=50K.
32771,<=50K.
32772,<=50K.
32773,<=50K.
32774,<=50K.
32775,>50K.
32776,<=50K.
32777,<=50K.
32778,<=50K.
32779,<=50K.
32780,<=50K.
32781,<=50K.
32782,>50K.
32783,<=50K.
32784,<=50K.
32785,<=50K.
32786,<=50K.
32787,<=50K.
32788,<=50K.
32789,<=50K.
32790,<=50K.
32791,<=50K.
32792,>50K.
32793,<=50K.
32794,<=50K.
32795,<=50K.
32796,<=50K.
32797,<=50K.
32798,<=50K.
32799,<=50K.
32800,<=50K.
32801,>50K.
32802,<=50K.
32803,<=50K.
32804,<=50K.
32805,<=50K.
32806,<=50K.
32807,<=50K.
32808,<=50K.
32809,<=50K.
32810,<=50K.
32811,>50K.
32812,>50K.
32813,<=50K.
32814,<=50K.
32815,<=50K.
32816,<=50K.
32817,>50K.
32818,<=50K.
32819,>50K.
32820,<=50K.
32821,>50K.
32822,<=50K.
32823,<=50K.
32824,<=50K.
32825,<=50K.
32826,<=50K.
32827,<=50K.
32828,<=50K.
32829,>50K.
32830,>50K.
32831,<=50K.
32832,>50K.
32833,<=50K.
32834,>50K.
32835,<=50K.
32836,<=50K.
32837,<=50K.
32838,<=50K.
32839,<=50K.
32840,<=50K.
32841,>50K.
32842,>50K.
32843,<=50K.
32844,>50K.
32845,>50K.
32846,>50K.
32847,<=50K.
32848,<=50K.
32849,<=50K.
32850,<=50K.
32851,>50K.
32852,<=50K.
32853,>50K.
32854,<=50K.
32855,>50K.
32856,<=50K.
32857,<=50K.
32858,<=50K.
32859,<=50K.
32860,>50K.
32861,<=50K.
32862,>50K.
32863,<=50K.
32864,<=50K.
32865,<=50K.
32866,<=50K.
32867,>50K.
32868,>50K.
32869,<=50K.
32870,<=50K.
32871,<=50K.
32872,<=50K.
32873,<=50K.
32874,<=50K.
32875,<=50K.
32876,<=50K.
32877,<=50K.
32878,<=50K.
32879,<=50K.
32880,<=50K.
32881,>50K.
32882,>50K.
32883,>50K.
32884,<=50K.
32885,>50K.
32886,<=50K.
32887,<=50K.
32888,<=50K.
32889,>50K.
32890,<=50K.
32891,>50K.
32892,<=50K.
32893,<=50K.
32894,<=50K.
32895,<=50K.
32896,<=50K.
32897,<=50K.
32898,>50K.
32899,<=50K.
32900,<=50K.
32901,<=50K.
32902,>50K.
32903,>50K.
32904,<=50K.
32905,<=50K.
32906,<=50K.
32907,<=50K.
32908,>50K.
32909,<=50K.
32910,<=50K.
32911,>50K.
32912,>50K.
32913,<=50K.
32914,>50K.
32915,<=50K.
32916,<=50K.
32917,<=50K.
32918,<=50K.
32919,<=50K.
32920,>50K.
32921,>50K.
32922,<=50K.
32923,>50K.
32924,<=50K.
32925,<=50K.
32926,<=50K.
32927,<=50K.
32928,>50K.
32929,<=50K.
32930,<=50K.
32931,<=50K.
32932,<=50K.
32933,<=50K.
32934,<=50K.
32935,<=50K.
32936,>50K.
32937,<=50K.
32938,<=50K.
32939,<=50K.
32940,<=50K.
32941,<=50K.
32942,<=50K.
32943,<=50K.
32944,<=50K.
32945,<=50K.
32946,<=50K.
32947,<=50K.
32948,<=50K.
32949,<=50K.
32950,<=50K.
32951,>50K.
32952,<=50K.
32953,<=50K.
32954,>50K.
32955,<=50K.
32956,<=50K.
32957,<=50K.
32958,<=50K.
32959,>50K.
32960,<=50K.
32961,<=50K.
32962,<=50K.
32963,<=50K.
32964,>50K.
32965,>50K.
32966,<=50K.
32967,<=50K.
32968,<=50K.
32969,<=50K.
32970,<=50K.
32971,>50K.
32972,<=50K.
32973,<=50K.
32974,<=50K.
32975,<=50K.
32976,>50K.
32977,<=50K.
32978,>50K.
32979,<=50K.
32980,<=50K.
32981,<=50K.
32982,<=50K.
32983,<=50K.
32984,<=50K.
32985,<=50K.
32986,>50K.
32987,<=50K.
32988,<=50K.
32989,<=50K.
32990,>50K.
32991,>50K.
32992,<=50K.
32993,<=50K.
32994,<=50K.
32995,<=50K.
32996,<=50K.
32997,<=50K.
32998,<=50K.
32999,<=50K.
33000,<=50K.
33001,<=50K.
33002,<=50K.
33003,<=50K.
33004,<=50K.
33005,<=50K.
33006,<=50K.
33007,<=50K.
33008,<=50K.
33009,<=50K.
33010,>50K.
33011,<=50K.
33012,<=50K.
33013,<=50K.
33014,<=50K.
33015,<=50K.
33016,<=50K.
33017,<=50K.
33018,<=50K.
33019,<=50K.
33020,<=50K.
33021,<=50K.
33022,<=50K.
33023,>50K.
33024,<=50K.
33025,>50K.
33026,>50K.
33027,<=50K.
33028,<=50K.
33029,<=50K.
33030,<=50K.
33031,<=50K.
33032,<=50K.
33033,<=50K.
33034,>50K.
33035,>50K.
33036,<=50K.
33037,<=50K.
33038,<=50K.
33039,>50K.
33040,>50K.
33041,>50K.
33042,<=50K.
33043,<=50K.
33044,<=50K.
33045,<=50K.
33046,<=50K.
33047,<=50K.
33048,<=50K.
33049,<=50K.
33050,<=50K.
33051,<=50K.
33052,<=50K.
33053,<=50K.
33054,>50K.
33055,<=50K.
33056,<=50K.
33057,>50K.
33058,<=50K.
33059,<=50K.
33060,<=50K.
33061,<=50K.
33062,<=50K.
33063,<=50K.
33064,>50K.
33065,<=50K.
33066,<=50K.
33067,<=50K.
33068,<=50K.
33069,>50K.
33070,<=50K.
33071,<=50K.
33072,<=50K.
33073,>50K.
33074,<=50K.
33075,<=50K.
33076,>50K.
33077,<=50K.
33078,<=50K.
33079,<=50K.
33080,>50K.
33081,>50K.
33082,<=50K.
33083,>50K.
33084,>50K.
33085,<=50K.
33086,<=50K.
33087,<=50K.
33088,<=50K.
33089,<=50K.
33090,<=50K.
33091,<=50K.
33092,<=50K.
33093,<=50K.
33094,>50K.
33095,<=50K.
33096,<=50K.
33097,>50K.
33098,<=50K.
33099,>50K.
33100,<=50K.
33101,<=50K.
33102,<=50K.
33103,<=50K.
33104,<=50K.
33105,<=50K.
33106,<=50K.
33107,<=50K.
33108,>50K.
33109,<=50K.
33110,>50K.
33111,<=50K.
33112,>50K.
33113,<=50K.
33114,<=50K.
33115,>50K.
33116,<=50K.
33117,<=50K.
33118,<=50K.
33119,<=50K.
33120,<=50K.
33121,<=50K.
33122,<=50K.
33123,<=50K.
33124,<=50K.
33125,>50K.
33126,<=50K.
33127,<=50K.
33128,<=50K.
33129,<=50K.
33130,<=50K.
33131,<=50K.
33132,<=50K.
33133,<=50K.
33134,<=50K.
33135,<=50K.
33136,<=50K.
33137,<=50K.
33138,<=50K.
33139,<=50K.
33140,<=50K.
33141,<=50K.
33142,<=50K.
33143,<=50K.
33144,<=50K.
33145,<=50K.
33146,<=50K.
33147,<=50K.
33148,<=50K.
33149,<=50K.
33150,<=50K.
33151,<=50K.
33152,>50K.
33153,>50K.
33154,<=50K.
33155,<=50K.
33156,<=50K.
33157,<=50K.
33158,<=50K.
33159,>50K.
33160,>50K.
33161,<=50K.
33162,<=50K.
33163,<=50K.
33164,<=50K.
33165,>50K.
33166,>50K.
33167,<=50K.
33168,<=50K.
33169,<=50K.
33170,<=50K.
33171,<=50K.
33172,<=50K.
33173,<=50K.
33174,<=50K.
33175,<=50K.
33176,<=50K.
33177,<=50K.
33178,<=50K.
33179,<=50K.
33180,<=50K.
33181,>50K.
33182,<=50K.
33183,>50K.
33184,<=50K.
33185,>50K.
33186,<=50K.
33187,<=50K.
33188,<=50K.
33189,<=50K.
33190,<=50K.
33191,<=50K.
33192,<=50K.
33193,<=50K.
33194,<=50K.
33195,>50K.
33196,<=50K.
33197,<=50K.
33198,<=50K.
33199,<=50K.
33200,<=50K.
33201,>50K.
33202,>50K.
33203,<=50K.
33204,<=50K.
33205,<=50K.
33206,>50K.
33207,<=50K.
33208,>50K.
33209,>50K.
33210,>50K.
33211,<=50K.
33212,<=50K.
33213,<=50K.
33214,<=50K.
33215,<=50K.
33216,>50K.
33217,<=50K.
33218,<=50K.
33219,<=50K.
33220,<=50K.
33221,<=50K.
33222,<=50K.
33223,<=50K.
33224,<=50K.
33225,<=50K.
33226,<=50K.
33227,<=50K.
33228,>50K.
33229,<=50K.
33230,<=50K.
33231,>50K.
33232,<=50K.
33233,>50K.
33234,>50K.
33235,<=50K.
33236,<=50K.
33237,<=50K.
33238,<=50K.
33239,<=50K.
33240,<=50K.
33241,<=50K.
33242,>50K.
33243,<=50K.
33244,>50K.
33245,<=50K.
33246,<=50K.
33247,<=50K.
33248,<=50K.
33249,>50K.
33250,<=50K.
33251,<=50K.
33252,<=50K.
33253,>50K.
33254,<=50K.
33255,<=50K.
33256,<=50K.
33257,<=50K.
33258,>50K.
33259,>50K.
33260,>50K.
33261,>50K.
33262,<=50K.
33263,<=50K.
33264,<=50K.
33265,<=50K.
33266,<=50K.
33267,<=50K.
33268,>50K.
33269,<=50K.
33270,<=50K.
33271,<=50K.
33272,<=50K.
33273,>50K.
33274,<=50K.
33275,>50K.
33276,<=50K.
33277,<=50K.
33278,<=50K.
33279,<=50K.
33280,<=50K.
33281,<=50K.
33282,<=50K.
33283,<=50K.
33284,<=50K.
33285,>50K.
33286,>50K.
33287,>50K.
33288,<=50K.
33289,<=50K.
33290,>50K.
33291,<=50K.
33292,<=50K.
33293,<=50K.
33294,<=50K.
33295,<=50K.
33296,<=50K.
33297,>50K.
33298,>50K.
33299,>50K.
33300,>50K.
33301,>50K.
33302,>50K.
33303,<=50K.
33304,<=50K.
33305,<=50K.
33306,<=50K.
33307,<=50K.
33308,<=50K.
33309,<=50K.
33310,>50K.
33311,<=50K.
33312,<=50K.
33313,>50K.
33314,>50K.
33315,<=50K.
33316,<=50K.
33317,<=50K.
33318,<=50K.
33319,<=50K.
33320,<=50K.
33321,<=50K.
33322,<=50K.
33323,<=50K.
33324,<=50K.
33325,<=50K.
33326,<=50K.
33327,<=50K.
33328,<=50K.
33329,<=50K.
33330,<=50K.
33331,<=50K.
33332,<=50K.
33333,<=50K.
33334,>50K.
33335,<=50K.
33336,<=50K.
33337,<=50K.
33338,<=50K.
33339,<=50K.
33340,>50K.
33341,<=50K.
33342,<=50K.
33343,<=50K.
33344,<=50K.
33345,<=50K.
33346,<=50K.
33347,<=50K.
33348,<=50K.
33349,<=50K.
33350,<=50K.
33351,>50K.
33352,<=50K.
33353,<=50K.
33354,>50K.
33355,<=50K.
33356,<=50K.
33357,>50K.
33358,<=50K.
